task_id,annotation_id,track,track_id,sequence_index,frame,time_seconds,enabled,x_percent,y_percent,width_percent,height_percent,rotation_degrees,class_label,decision_reason
39800,14220,T5,kPZQJaTliI,8,331,13.24,true,6.484375000000077,53.61111111111077,12.968749999999869,11.944444444444452,0,,
39800,14220,T5,kPZQJaTliI,9,341,13.64,true,0.15625000000000008,55.27777777777748,6.874999999999868,11.944444444444448,0,,
39800,14220,T6,HH-8B2ux1g,1,1,0.04,true,51.328125,35.833333333333314,4.21875,6.388888888888888,0,,
39800,14220,T6,HH-8B2ux1g,2,11,0.44,true,50.85937499999999,35.83333333333326,5.156249999999972,6.944444444444435,0,,
39800,14220,T6,HH-8B2ux1g,3,41,1.64,true,50.85937499999999,35.83333333333326,5.46874999999998,7.4999999999999885,0,,
39800,14220,T6,HH-8B2ux1g,4,61,2.44,true,50.85937499999999,36.388888888888815,5.468749999999976,7.222222222222195,0,,
39800,14220,T6,HH-8B2ux1g,5,71,2.84,true,50.546875,36.944444444444365,6.249999999999919,7.499999999999968,0,,
39800,14220,T6,HH-8B2ux1g,6,81,3.24,true,50.546875000000014,36.94444444444432,6.2499999999999165,7.777777777777775,0,,
39800,14220,T6,HH-8B2ux1g,7,91,3.64,true,50.546875,37.499999999999886,6.249999999999913,7.499999999999996,0,,
39800,14220,T6,HH-8B2ux1g,8,101,4.04,true,50.54687499999999,37.4999999999999,6.249999999999913,9.444444444444452,0,,
39800,14220,T6,HH-8B2ux1g,9,111,4.44,true,50.54687499999997,38.05555555555543,6.249999999999913,9.444444444444477,0,,
39800,14220,T6,HH-8B2ux1g,10,121,4.84,true,50.390624999999964,38.05555555555543,6.406249999999912,9.722222222222252,0,,
39800,14220,T6,HH-8B2ux1g,11,131,5.24,true,50.390624999999936,39.722222222222115,6.718749999999904,8.611111111111155,0,,
39800,14220,T6,HH-8B2ux1g,12,141,5.64,true,50.54687499999994,40.55555555555544,7.031249999999903,9.16666666666673,0,,
39800,14220,T6,HH-8B2ux1g,13,151,6.04,true,50.54687499999994,41.38888888888877,7.031249999999903,9.16666666666673,0,,
39800,14220,T6,HH-8B2ux1g,14,161,6.44,true,50.54687499999994,41.38888888888875,6.718749999999904,9.16666666666673,0,,
39800,14220,T6,HH-8B2ux1g,15,171,6.84,true,50.07812499999993,43.61111111111099,7.499999999999909,9.166666666666734,0,,
39800,14220,T6,HH-8B2ux1g,16,181,7.24,true,49.45312499999991,43.611111111111036,8.12499999999991,9.166666666666739,0,,
39800,14220,T6,HH-8B2ux1g,17,191,7.64,true,48.203124999999915,44.72222222222214,8.12499999999991,9.166666666666739,0,,
39800,14220,T6,HH-8B2ux1g,18,201,8.04,true,46.953124999999915,45.55555555555546,8.12499999999991,9.722222222222292,0,,
39800,14220,T6,HH-8B2ux1g,19,211,8.44,true,43.82812499999989,46.38888888888881,8.28124999999991,10.277777777777818,0,,
39800,14220,T6,HH-8B2ux1g,20,221,8.84,true,40.07812499999986,47.77777777777767,9.2187499999999,11.666666666666675,0,,
39800,14220,T6,HH-8B2ux1g,21,231,9.24,true,33.67187499999985,49.16666666666656,11.249999999999904,12.222222222222245,0,,
39800,14220,T6,HH-8B2ux1g,22,241,9.64,true,24.765624999999865,50.83333333333317,12.656249999999897,13.055555555555584,0,,
39800,14220,T6,HH-8B2ux1g,23,251,10.04,true,13.984374999999885,52.777777777777644,14.531249999999888,12.222222222222198,0,,
39800,14220,T6,HH-8B2ux1g,24,261,10.44,true,0.39062499999977646,53.05555555555548,14.218749999999986,11.944444444444393,0,,
39800,14220,T7,EGU5ThEFkX,1,1,0.04,true,59.921875000000014,38.33333333333332,7.34375000000001,9.999999999999996,0,,
39800,14220,T7,EGU5ThEFkX,2,21,0.84,true,59.92187499999997,39.722222222222236,7.3437500000000115,11.11111111111114,0,,
39800,14220,T7,EGU5ThEFkX,3,41,1.64,true,59.453124999999915,41.6666666666667,7.81249999999999,11.111111111111112,0,,
39800,14220,T7,EGU5ThEFkX,4,51,2.04,true,59.45312499999991,41.6666666666667,7.812499999999992,11.944444444444434,0,,
39800,14220,T7,EGU5ThEFkX,5,61,2.44,true,58.984374999999886,43.0555555555556,8.593750000000009,11.944444444444434,0,,
39800,14220,T7,EGU5ThEFkX,6,71,2.84,true,58.67187499999989,43.0555555555556,8.906250000000023,13.333333333333359,0,,
39800,14220,T7,EGU5ThEFkX,7,81,3.24,true,58.35937499999989,44.722222222222236,9.218750000000012,13.333333333333355,0,,
39800,14220,T7,EGU5ThEFkX,8,91,3.64,true,58.203124999999886,46.38888888888889,9.218750000000012,13.333333333333359,0,,
39800,14220,T7,EGU5ThEFkX,9,101,4.04,true,57.5781249999999,48.05555555555551,9.375000000000021,14.444444444444432,0,,
39800,14220,T7,EGU5ThEFkX,10,111,4.44,true,57.10937499999987,49.16666666666655,9.843750000000053,16.111111111111132,0,,
39800,14220,T7,EGU5ThEFkX,11,121,4.84,true,56.01562499999984,51.944444444444294,10.781250000000094,15.833333333333352,0,,
39800,14220,T7,EGU5ThEFkX,12,131,5.24,true,55.39062499999984,54.16666666666651,10.781250000000094,15.833333333333352,0,,
39800,14220,T7,EGU5ThEFkX,13,141,5.64,true,54.14062499999977,56.66666666666645,12.031250000000046,16.388888888888882,0,,
39800,14220,T7,EGU5ThEFkX,14,151,6.04,true,53.20312499999977,59.166666666666444,12.031250000000044,16.388888888888882,0,,
39800,14220,T7,EGU5ThEFkX,15,161,6.44,true,52.421874999999766,62.77777777777751,12.187500000000021,18.055555555555525,0,,
39800,14220,T7,EGU5ThEFkX,16,171,6.84,true,51.015624999999766,65.83333333333299,12.968750000000002,18.611111111111057,0,,
39800,14220,T7,EGU5ThEFkX,17,181,7.24,true,50.23437499999975,70.55555555555515,13.593749999999998,19.444444444444496,0,,
39800,14220,T7,EGU5ThEFkX,18,191,7.64,true,49.29687499999974,74.72222222222184,14.531249999999984,21.388888888888978,0,,
39800,14220,T7,EGU5ThEFkX,19,201,8.04,true,48.04687499999973,78.88888888888889,15.46874999999998,20.83333333333339,0,,
39800,14220,T7,EGU5ThEFkX,20,211,8.44,true,46.48437499999963,85.83333333333336,17.03124999999997,13.888888888888912,0,,
39800,14220,T7,EGU5ThEFkX,21,221,8.84,true,46.4843749999995,93.05555555555559,14.68749999999996,6.66666666666669,0,,
